customer_id,week,login_frequency,feature_usage_count,session_duration_mins,support_tickets,api_calls,risk_score,is_warning_week,churned_this_week
CUST10003,14,6,5,21,0,82,0.103,0,0
CUST10003,15,5,3,23,0,90,0.138,0,0
CUST10003,16,6,5,14,0,79,0.103,0,0
CUST10003,17,4,7,17,0,151,0.215,0,0
CUST10003,18,5,4,23,0,144,0.123,0,0
CUST10003,19,3,6,23,0,173,0.099,0,0
CUST10003,20,4,3,13,0,102,0.2,0,0
CUST10003,21,6,5,22,0,75,0.246,0,0
CUST10003,22,5,2,16,0,73,0.137,0,0
CUST10003,23,3,4,35,0,35,0.17,0,0
CUST10003,24,6,0,27,0,71,0.132,0,0
CUST10003,25,4,5,39,1,101,0.096,0,0
CUST10003,26,5,4,12,0,89,0.188,0,0
CUST10003,27,7,8,23,0,119,0.195,0,0
CUST10003,28,6,7,22,0,172,0.155,0,0
CUST10003,29,6,3,33,0,38,0.149,0,0
CUST10003,30,7,9,10,0,103,0.108,0,0
CUST10003,31,4,4,33,0,111,0.231,0,0
CUST10003,32,6,6,21,0,72,0.163,0,0
CUST10003,33,4,4,31,0,104,0.113,0,0
CUST10003,34,7,3,24,0,126,0.136,0,0
CUST10004,1,4,3,27,1,123,0.281,0,0
CUST10004,2,6,6,27,0,61,0.114,0,0
CUST10004,3,3,2,26,0,103,0.063,0,0
CUST10004,4,6,7,28,0,88,0.15,0,0
CUST10004,5,5,6,23,0,107,0.22,0,0
CUST10004,6,3,5,24,0,70,0.124,0,0
CUST10004,7,4,5,32,0,99,0.164,0,0
CUST10004,8,4,2,40,0,112,0.1,0,0
CUST10004,9,7,4,26,0,55,0.181,0,0
CUST10004,10,4,6,25,1,71,0.146,0,0
CUST10004,11,6,3,30,0,136,0.176,0,0
CUST10004,12,6,6,35,1,60,0.258,0,0
CUST10004,13,6,5,30,0,43,0.131,0,0
CUST10004,14,6,3,30,0,87,0.234,0,0
CUST10004,15,6,5,17,0,134,0.127,0,0
CUST10004,16,6,6,9,0,84,0.178,0,0
CUST10004,17,5,5,33,0,51,0.16,0,0
CUST10004,18,6,5,21,0,136,0.05,0,0
CUST10004,19,7,3,27,0,142,0.144,0,0
CUST10004,20,5,4,34,0,76,0.145,0,0
CUST10004,21,2,7,29,0,100,0.168,0,0
CUST10004,22,4,4,10,0,63,0.168,0,0
CUST10004,23,4,4,22,0,72,0.122,0,0
CUST10004,24,5,5,27,0,47,0.135,0,0
CUST10004,25,3,1,25,0,81,0.109,0,0
CUST10004,26,5,5,24,0,57,0.245,0,0
CUST10004,27,4,7,15,1,59,0.249,0,0
CUST10004,28,3,7,32,0,112,0.09,0,0
CUST10004,29,5,2,30,0,122,0.132,0,0
CUST10004,30,4,4,28,0,93,0.073,0,0
CUST10004,31,2,6,29,0,88,0.168,0,0
CUST10004,32,4,9,23,0,121,0.142,0,0
CUST10004,33,4,4,16,0,148,0.109,0,0
CUST10004,34,3,3,31,0,32,0.194,0,0
CUST10004,35,5,3,28,0,102,0.108,0,0
CUST10004,36,5,8,22,0,83,0.162,0,0
CUST10004,37,4,2,25,0,29,0.149,0,0
CUST10004,38,6,6,37,0,136,0.102,0,0
CUST10004,39,3,4,31,0,99,0.154,0,0
CUST10004,40,5,8,19,0,122,0.136,0,0
CUST10004,41,4,9,40,0,66,0.155,0,0
CUST10004,42,5,7,25,0,98,0.228,0,0
CUST10004,43,6,6,10,0,115,0.153,0,0
CUST10004,44,3,7,19,1,99,0.217,0,0
CUST10004,45,6,1,39,1,38,0.194,0,0
CUST10004,46,4,4,19,0,104,0.087,0,0
CUST10004,47,2,4,20,1,72,0.106,0,0
CUST10004,48,5,4,25,0,65,0.16,0,0
CUST10004,49,4,7,33,0,53,0.104,0,0
CUST10005,1,6,15,16,0,54,0.167,0,0
CUST10005,2,6,18,30,0,154,0.193,0,0
CUST10005,3,5,12,39,1,89,0.168,0,0
CUST10005,4,2,15,28,0,115,0.144,0,0
CUST10005,5,4,15,27,0,134,0.15,0,0
CUST10005,6,4,15,25,0,114,0.06,0,0
CUST10005,7,6,14,14,0,76,0.075,0,0
CUST10005,8,5,15,27,0,38,0.11,0,0
CUST10005,9,5,18,30,0,106,0.227,0,0
CUST10005,10,8,13,17,0,120,0.142,0,0
CUST10005,11,5,17,26,0,82,0.09,0,0
CUST10005,12,5,16,34,1,85,0.154,0,0
CUST10005,13,5,17,15,1,124,0.264,0,0
CUST10005,14,5,17,6,0,73,0.164,0,0
CUST10005,15,4,14,26,0,85,0.167,0,0
CUST10005,16,6,17,42,0,117,0.159,0,0
CUST10005,17,5,19,13,0,135,0.207,0,0
CUST10005,18,7,15,23,0,74,0.116,0,0
CUST10005,19,6,16,25,0,127,0.169,0,0
CUST10005,20,5,17,28,0,124,0.137,0,0
CUST10005,21,6,17,18,0,95,0.09,0,0
CUST10005,22,6,10,29,0,60,0.131,0,0
CUST10005,23,5,14,27,0,88,0.129,0,0
CUST10005,24,5,17,42,0,78,0.153,0,0
CUST10006,1,3,1,33,0,68,0.158,0,0
CUST10006,2,7,0,31,0,115,0.114,0,0
CUST10006,3,7,3,7,0,49,0.166,0,0
CUST10006,4,4,3,18,0,113,0.202,0,0
CUST10006,5,5,3,25,0,79,0.167,0,0
CUST10006,6,3,4,40,0,81,0.202,0,0
CUST10006,7,7,0,17,0,60,0.184,0,0
CUST10006,8,3,1,40,0,126,0.18,0,0
CUST10006,9,5,0,19,0,0,0.13,0,0
CUST10006,10,3,1,27,0,86,0.105,0,0
CUST10006,11,3,1,24,0,68,0.142,0,0
CUST10006,12,6,4,8,0,94,0.054,0,0
CUST10006,13,7,2,30,0,83,0.239,0,0
CUST10006,14,3,3,22,0,89,0.05,0,0
CUST10006,15,4,0,30,0,137,0.093,0,0
CUST10006,16,4,3,14,0,95,0.119,0,0
CUST10006,17,4,0,24,0,83,0.121,0,0
CUST10006,18,5,5,39,0,11,0.117,0,0
CUST10006,19,6,3,20,0,102,0.159,0,0
CUST10006,20,5,4,22,0,38,0.154,0,0
CUST10006,21,6,1,23,0,67,0.198,0,0
CUST10006,22,5,5,19,0,124,0.157,0,0
CUST10006,23,3,3,14,0,66,0.107,0,0
CUST10006,24,7,0,15,0,58,0.142,0,0
CUST10006,25,3,1,29,0,87,0.127,0,0
CUST10006,26,1,1,28,1,89,0.229,0,0
CUST10006,27,6,0,26,1,144,0.148,0,0
CUST10006,28,3,5,21,0,111,0.132,0,0
CUST10006,29,5,4,9,1,145,0.12,0,0
CUST10006,30,4,1,39,0,82,0.163,0,0
CUST10006,31,2,0,13,0,160,0.07,0,0
CUST10006,32,6,3,31,0,58,0.262,0,0
CUST10006,33,6,3,25,0,119,0.136,0,0
CUST10006,34,8,0,20,0,121,0.117,0,0
CUST10006,35,8,0,27,0,135,0.147,0,0
CUST10007,1,7,2,31,1,91,0.129,0,0
CUST10007,2,2,3,25,0,97,0.068,0,0
CUST10007,3,1,3,20,0,116,0.18,0,0
CUST10007,4,4,3,51,0,114,0.146,0,0
CUST10007,5,4,3,27,0,118,0.131,0,0
CUST10007,6,4,2,25,1,92,0.15,0,0
CUST10007,7,7,4,17,0,113,0.209,0,0
CUST10007,8,4,3,20,0,126,0.249,0,0
CUST10007,9,4,4,33,0,97,0.168,0,0
CUST10007,10,5,0,26,0,89,0.145,0,0
CUST10007,11,7,3,23,0,98,0.161,0,0
CUST10007,12,6,3,33,0,100,0.221,0,0
CUST10007,13,5,1,24,0,50,0.19,0,0
CUST10007,14,7,3,16,0,57,0.07,0,0
CUST10008,1,4,0,25,0,89,0.15,0,0
CUST10008,2,7,2,13,0,72,0.117,0,0
CUST10008,3,4,0,31,0,110,0.128,0,0
CUST10008,4,8,0,34,0,137,0.1,0,0
CUST10008,5,6,3,22,1,158,0.142,0,0
CUST10008,6,4,4,34,0,82,0.169,0,0
CUST10008,7,6,0,15,0,108,0.149,0,0
CUST10008,8,3,1,22,0,133,0.085,0,0
CUST10008,9,5,1,29,0,100,0.138,0,0
CUST10008,10,4,2,24,0,78,0.113,0,0
CUST10009,1,4,12,16,0,142,0.192,0,0
CUST10009,2,3,9,25,0,60,0.173,0,0
CUST10009,3,4,12,37,0,85,0.18,0,0
CUST10009,4,9,10,27,0,100,0.133,0,0
CUST10009,5,4,10,21,0,27,0.205,0,0
CUST10009,6,6,10,21,0,113,0.18,0,0
CUST10009,7,5,14,16,0,135,0.155,0,0
CUST10009,8,3,11,33,0,87,0.169,0,0
CUST10009,9,3,8,26,0,81,0.171,0,0
CUST10009,10,4,10,25,0,121,0.121,0,0
CUST10009,11,3,8,18,0,86,0.052,0,0
CUST10009,12,4,10,35,0,126,0.197,0,0
CUST10009,13,3,12,35,0,95,0.161,0,0
CUST10009,14,6,9,34,0,81,0.124,0,0
CUST10009,15,5,10,30,0,114,0.131,0,0
CUST10009,16,6,8,24,0,72,0.248,0,0
CUST10009,17,2,10,39,0,110,0.205,0,0
CUST10009,18,4,10,19,0,80,0.156,0,0
CUST10009,19,6,8,27,0,130,0.139,0,0
CUST10009,20,4,9,21,1,83,0.186,0,0
CUST10009,21,6,9,19,0,134,0.186,0,0
CUST10009,22,5,9,27,0,146,0.139,0,0
CUST10009,23,5,13,20,0,89,0.242,0,0
CUST10009,24,7,7,24,0,123,0.134,0,0
CUST10009,25,5,9,21,0,69,0.161,0,0
CUST10009,26,6,9,28,0,135,0.05,0,0
CUST10009,27,5,11,24,0,77,0.12,0,0
CUST10009,28,4,7,40,0,98,0.158,0,0
CUST10009,29,5,9,21,0,111,0.169,0,0
CUST10009,30,3,11,30,0,56,0.125,0,0
CUST10009,31,5,9,25,0,60,0.16,0,0
CUST10009,32,6,6,12,0,116,0.138,0,0
CUST10009,33,5,14,21,0,144,0.147,0,0
CUST10009,34,6,11,10,0,104,0.174,0,0
CUST10009,35,5,10,33,0,63,0.187,0,0
CUST10010,1,6,9,31,0,58,0.273,0,0
CUST10010,2,6,6,35,0,96,0.102,0,0
CUST10010,3,4,8,16,1,101,0.2,0,0
CUST10010,4,6,10,17,0,114,0.166,0,0
CUST10010,5,5,6,24,1,66,0.16,0,0
CUST10010,6,5,9,28,0,95,0.148,0,0
CUST10010,7,3,15,35,0,71,0.07,0,0
CUST10010,8,6,8,29,0,79,0.12,0,0
CUST10010,9,4,7,8,0,39,0.12,0,0
CUST10010,10,4,7,37,1,128,0.227,0,0
CUST10010,11,4,11,19,0,102,0.056,0,0
CUST10010,12,6,6,29,0,48,0.114,0,0
CUST10010,13,5,9,30,0,94,0.247,0,0
CUST10010,14,7,11,41,0,56,0.174,0,0
CUST10010,15,4,8,4,1,117,0.123,0,0
CUST10010,16,6,9,31,0,116,0.207,0,0
CUST10010,17,4,11,10,0,89,0.062,0,0
CUST10010,18,3,7,32,0,101,0.108,0,0
CUST10010,19,3,10,23,0,98,0.199,0,0
CUST10010,20,5,11,11,0,59,0.05,0,0
CUST10010,21,7,9,38,0,91,0.207,0,0
CUST10010,22,6,12,21,0,94,0.176,0,0
CUST10010,23,4,10,30,0,138,0.206,0,0
CUST10010,24,5,11,31,1,113,0.217,0,0
CUST10010,25,6,10,21,1,95,0.184,0,0
CUST10010,26,4,11,16,1,74,0.199,0,0
CUST10010,27,4,10,20,0,79,0.18,0,0
CUST10011,1,5,14,27,0,101,0.165,0,0
CUST10011,2,4,16,19,0,96,0.138,0,0
CUST10011,3,9,18,18,0,161,0.197,0,0
CUST10011,4,2,14,36,0,65,0.117,0,0
CUST10011,5,4,10,38,1,74,0.118,0,0
CUST10011,6,5,16,34,0,87,0.15,0,0
CUST10011,7,5,16,25,0,70,0.07,0,0
CUST10011,8,8,15,20,0,70,0.231,0,0
CUST10011,9,5,19,17,0,124,0.094,0,0
CUST10011,10,3,11,24,0,86,0.271,0,0
CUST10011,11,4,14,24,0,137,0.103,0,0
CUST10011,12,4,16,8,0,95,0.167,0,0
CUST10011,13,4,19,18,0,63,0.101,0,0
CUST10011,14,5,16,8,0,155,0.188,0,0
CUST10011,15,8,12,26,1,121,0.197,0,0
CUST10011,16,3,15,31,0,48,0.09,0,0
CUST10012,1,3,3,21,0,103,0.135,0,0
CUST10012,2,7,2,22,0,81,0.131,0,0
CUST10012,3,5,1,19,0,116,0.078,0,0
CUST10012,4,7,0,13,0,112,0.177,0,0
CUST10012,5,5,3,14,0,97,0.176,0,0
CUST10012,6,5,2,29,0,101,0.103,0,0
CUST10012,7,6,0,23,0,132,0.234,0,0
CUST10012,8,5,0,28,0,80,0.175,0,0
CUST10012,9,7,0,33,0,93,0.191,0,0
CUST10012,10,9,3,27,0,109,0.059,0,0
CUST10012,11,6,1,35,0,140,0.157,0,0
CUST10012,12,3,3,30,1,134,0.268,0,0
CUST10012,13,6,0,29,0,95,0.106,0,0
CUST10012,14,5,0,33,0,80,0.136,0,0
CUST10012,15,9,4,35,0,118,0.238,0,0
CUST10012,16,5,3,15,0,125,0.351,0,0
CUST10012,17,3,0,21,0,138,0.164,0,0
CUST10012,18,5,5,26,0,55,0.107,0,0
CUST10012,19,6,3,33,1,139,0.085,0,0
CUST10012,20,2,3,16,0,133,0.15,0,0
CUST10012,21,7,2,29,0,127,0.211,0,0
CUST10012,22,4,0,28,0,67,0.19,0,0
CUST10012,23,10,3,1,0,57,0.125,0,0
CUST10012,24,4,0,32,0,75,0.101,0,0
CUST10012,25,9,3,31,0,125,0.128,0,0
CUST10012,26,3,6,15,0,64,0.183,0,0
CUST10012,27,6,1,19,0,70,0.129,0,0
CUST10012,28,7,2,19,0,89,0.154,0,0
CUST10012,29,6,1,26,0,81,0.185,0,0
CUST10012,30,8,1,33,0,78,0.105,0,0
CUST10012,31,3,0,23,0,61,0.34,0,0
CUST10012,32,3,0,33,0,136,0.119,0,0
CUST10012,33,4,5,21,0,153,0.075,0,0
CUST10012,34,5,2,26,1,93,0.119,0,0
CUST10012,35,8,3,22,0,169,0.202,0,0
CUST10012,36,6,0,32,0,80,0.05,0,0
CUST10012,37,4,1,20,0,100,0.171,0,0
CUST10012,38,5,1,27,0,66,0.103,0,0
CUST10012,39,6,0,11,0,166,0.068,0,0
CUST10012,40,5,2,22,0,127,0.108,0,0
CUST10012,41,4,0,43,0,115,0.103,0,0
CUST10012,42,5,4,38,0,110,0.156,0,0
CUST10012,43,5,3,23,0,80,0.18,0,0
CUST10012,44,4,0,27,0,78,0.248,0,0
CUST10012,45,5,4,18,1,99,0.175,0,0
CUST10012,46,8,2,54,1,125,0.111,0,0
CUST10012,47,5,0,32,0,104,0.251,0,0
CUST10012,48,5,0,27,0,134,0.056,0,0
CUST10012,49,5,3,29,0,111,0.149,0,0
CUST10012,50,3,1,33,0,136,0.136,0,0
CUST10013,1,6,14,23,0,113,0.192,0,0
CUST10013,2,3,9,19,0,56,0.137,0,0
CUST10013,3,5,5,23,0,102,0.226,0,0
CUST10013,4,6,5,17,0,111,0.214,0,0
CUST10013,5,5,6,26,0,115,0.056,0,0
CUST10013,6,6,9,27,0,138,0.12,0,0
CUST10013,7,4,10,37,0,118,0.183,0,0
CUST10013,8,3,10,18,0,56,0.135,0,0
CUST10013,9,3,9,23,0,146,0.147,0,0
CUST10013,10,8,7,20,0,58,0.213,0,0
CUST10013,11,4,6,11,0,86,0.294,0,0
CUST10013,12,6,9,30,0,96,0.104,0,0
CUST10013,13,5,8,29,0,107,0.419,1,0
CUST10013,14,6,9,22,0,91,0.465,0,0
CUST10013,15,1,9,24,1,59,0.559,0,1
CUST10014,1,3,10,23,0,104,0.218,0,0
CUST10014,2,5,11,15,0,98,0.108,0,0
CUST10014,3,5,5,30,0,82,0.156,0,0
CUST10014,4,7,9,19,0,142,0.09,0,0
CUST10014,5,4,13,24,1,102,0.067,0,0
CUST10014,6,4,9,21,0,84,0.119,0,0
CUST10014,7,5,9,24,0,73,0.146,0,0
CUST10014,8,5,8,26,0,96,0.179,0,0
CUST10014,9,4,12,26,0,108,0.104,0,0
CUST10014,10,5,7,19,0,95,0.151,0,0
CUST10014,11,4,10,25,0,116,0.112,0,0
CUST10015,1,4,4,31,0,149,0.135,0,0
CUST10015,2,5,5,44,1,180,0.097,0,0
CUST10015,3,5,0,21,0,153,0.177,0,0
CUST10015,4,4,3,16,0,101,0.206,0,0
CUST10015,5,5,4,35,1,128,0.087,0,0
CUST10015,6,5,2,26,0,91,0.131,0,0
CUST10015,7,6,1,28,0,164,0.143,0,0
CUST10015,8,4,0,21,0,156,0.167,0,0
CUST10015,9,4,1,26,0,87,0.154,0,0
CUST10015,10,5,0,17,0,58,0.213,0,0
CUST10015,11,7,2,17,0,117,0.156,0,0
CUST10015,12,5,2,19,0,132,0.132,0,0
CUST10015,13,4,3,15,0,104,0.102,0,0
CUST10015,14,6,0,22,0,115,0.106,0,0
CUST10015,15,5,0,24,1,132,0.273,0,0
CUST10015,16,5,3,18,0,109,0.235,0,0
CUST10015,17,5,0,32,0,66,0.188,0,0
CUST10015,18,4,0,22,0,146,0.178,0,0
CUST10015,19,6,5,16,0,50,0.152,0,0
CUST10015,20,5,0,34,0,103,0.175,0,0
CUST10015,21,5,2,15,0,121,0.103,0,0
CUST10015,22,4,0,29,0,100,0.106,0,0
CUST10015,23,8,4,32,0,90,0.15,0,0
CUST10015,24,3,0,19,0,172,0.106,0,0
CUST10015,25,5,1,5,0,87,0.118,0,0
CUST10015,26,6,0,18,0,93,0.05,0,0
CUST10015,27,7,3,15,0,87,0.212,0,0
CUST10015,28,6,4,10,0,90,0.165,0,0
CUST10015,29,5,3,18,0,81,0.071,0,0
CUST10015,30,7,3,28,0,39,0.38,1,0
CUST10015,31,2,1,19,1,102,0.43,0,0
CUST10015,32,5,0,20,0,97,0.532,0,0
CUST10015,33,3,1,16,0,63,0.555,0,0
CUST10015,34,4,2,9,0,48,0.65,0,1
CUST10016,1,4,8,33,0,89,0.182,0,0
CUST10016,2,2,4,31,0,87,0.148,0,0
CUST10016,3,5,4,29,0,68,0.147,0,0
CUST10016,4,7,1,23,0,86,0.133,0,0
CUST10016,5,9,5,18,0,125,0.137,0,0
CUST10016,6,6,4,10,0,95,0.107,0,0
CUST10016,7,7,3,24,0,24,0.143,0,0
CUST10016,8,5,3,37,0,99,0.216,0,0
CUST10016,9,7,3,29,0,106,0.124,0,0
CUST10016,10,6,5,29,0,77,0.222,0,0
CUST10016,11,3,5,34,0,75,0.237,0,0
CUST10016,12,6,5,35,0,130,0.208,0,0
CUST10016,13,4,9,31,1,142,0.103,0,0
CUST10016,14,6,4,41,0,119,0.179,0,0
CUST10016,15,4,4,15,0,171,0.245,0,0
CUST10016,16,6,5,14,0,119,0.141,0,0
CUST10016,17,6,6,11,0,91,0.127,0,0
CUST10016,18,3,4,30,0,65,0.138,0,0
CUST10016,19,4,3,34,0,97,0.104,0,0
CUST10016,20,7,7,29,1,65,0.094,0,0
CUST10016,21,4,5,18,0,122,0.117,0,0
CUST10016,22,4,6,20,0,115,0.238,0,0
CUST10016,23,4,3,30,0,74,0.147,0,0
CUST10016,24,6,2,28,0,103,0.142,0,0
CUST10016,25,7,7,21,0,120,0.175,0,0
CUST10016,26,3,5,22,1,137,0.139,0,0
CUST10016,27,3,5,25,0,68,0.055,0,0
CUST10016,28,7,4,24,0,169,0.167,0,0
CUST10016,29,5,4,13,0,99,0.153,0,0
CUST10016,30,3,5,35,0,95,0.182,0,0
CUST10016,31,4,2,9,0,73,0.108,0,0
CUST10016,32,5,5,20,0,141,0.077,0,0
CUST10016,33,3,10,25,0,78,0.177,0,0
CUST10016,34,4,6,31,0,130,0.112,0,0
CUST10016,35,5,1,37,0,105,0.186,0,0
CUST10016,36,6,7,26,0,98,0.18,0,0
CUST10016,37,7,6,23,1,134,0.145,0,0
CUST10016,38,7,4,22,0,131,0.206,0,0
CUST10016,39,5,2,34,0,108,0.214,0,0
CUST10016,40,4,5,22,1,91,0.134,0,0
CUST10016,41,4,4,23,0,85,0.184,0,0
CUST10016,42,6,7,21,0,47,0.059,0,0
CUST10016,43,4,4,29,0,90,0.203,0,0
CUST10016,44,4,0,19,1,67,0.361,1,0
CUST10016,45,5,6,3,0,77,0.485,0,0
CUST10016,46,5,7,40,1,95,0.541,0,0
CUST10016,47,3,3,20,0,53,0.642,0,0
CUST10016,48,4,1,29,0,58,0.655,0,1
CUST10017,1,5,0,26,0,82,0.152,0,0
CUST10017,2,6,2,23,1,89,0.2,0,0
CUST10017,3,8,0,37,0,70,0.173,0,0
CUST10017,4,5,4,17,0,63,0.11,0,0
CUST10017,5,4,3,24,0,98,0.232,0,0
CUST10017,6,5,2,14,0,68,0.112,0,0
CUST10017,7,4,1,32,0,86,0.05,0,0
CUST10017,8,5,2,15,0,78,0.199,0,0
CUST10017,9,6,3,30,0,131,0.143,0,0
CUST10017,10,4,3,31,1,151,0.157,0,0
CUST10017,11,5,3,34,0,104,0.154,0,0
CUST10017,12,5,4,26,1,86,0.177,0,0
CUST10017,13,2,1,16,0,100,0.203,0,0
CUST10017,14,4,7,26,0,108,0.161,0,0
CUST10017,15,7,3,26,0,102,0.18,0,0
CUST10017,16,6,0,21,0,160,0.191,0,0
CUST10017,17,5,3,28,0,135,0.243,0,0
CUST10017,18,3,3,23,0,116,0.145,0,0
CUST10017,19,7,2,23,1,151,0.203,0,0
CUST10017,20,7,2,18,0,78,0.212,0,0
CUST10017,21,5,3,29,0,123,0.283,0,0
CUST10017,22,3,3,32,0,94,0.153,0,0
CUST10017,23,5,3,37,0,91,0.195,0,0
CUST10017,24,5,2,24,0,75,0.207,0,0
CUST10017,25,4,2,15,0,42,0.226,0,0
CUST10017,26,5,4,28,0,139,0.143,0,0
CUST10017,27,5,0,27,0,105,0.2,0,0
CUST10017,28,5,2,20,1,53,0.153,0,0
CUST10017,29,4,2,24,0,150,0.166,0,0
CUST10017,30,1,2,27,1,69,0.181,0,0
CUST10017,31,8,2,21,0,97,0.189,0,0
CUST10017,32,5,2,22,0,83,0.095,0,0
CUST10017,33,9,0,20,0,123,0.118,0,0
CUST10017,34,4,3,43,0,72,0.132,0,0
CUST10017,35,3,5,22,0,65,0.174,0,0
CUST10017,36,5,4,22,0,109,0.085,0,0
CUST10017,37,5,5,35,0,51,0.184,0,0
CUST10017,38,5,3,20,0,111,0.221,0,0
CUST10017,39,5,0,23,0,86,0.181,0,0
CUST10017,40,5,0,21,0,86,0.143,0,0
CUST10017,41,4,2,21,0,84,0.106,0,0
CUST10017,42,2,0,31,0,119,0.066,0,0
CUST10017,43,4,2,23,0,36,0.137,0,0
CUST10017,44,3,2,22,0,154,0.173,0,0
CUST10017,45,6,3,38,0,63,0.147,0,0
CUST10017,46,4,3,36,1,92,0.112,0,0
CUST10017,47,5,0,34,0,67,0.184,0,0
CUST10017,48,6,3,37,0,97,0.345,1,0
CUST10017,49,5,0,24,0,90,0.446,0,0
CUST10017,50,8,0,27,0,101,0.493,0,1
CUST10018,1,7,7,27,0,136,0.102,0,0
CUST10018,2,4,3,24,0,120,0.141,0,0
CUST10018,3,3,5,26,0,121,0.112,0,0
CUST10018,4,5,8,18,0,51,0.193,0,0
CUST10018,5,7,4,23,1,89,0.169,0,0
CUST10018,6,6,3,17,0,79,0.209,0,0
CUST10018,7,4,4,23,0,97,0.227,0,0
CUST10018,8,5,3,13,0,121,0.175,0,0
CUST10018,9,8,1,25,0,107,0.166,0,0
CUST10018,10,3,7,38,0,63,0.129,0,0
