customer_id,plan,industry,monthly_revenue,signup_date,tenure_weeks,support_tickets_total,nps_score,feature_adoption_rate,churned,churn_week,warning_week
CUST10097,starter,ecommerce,999,2023-06-23,52,1,5,0.1,False,,
CUST10098,starter,healthtech,999,2023-03-06,48,10,1,0.67,True,48.0,45.0
CUST10099,starter,logistics,999,2023-01-10,42,6,6,0.94,True,42.0,38.0
CUST10100,pro,edtech,7999,2023-05-01,36,3,7,0.87,True,36.0,32.0
CUST10101,growth,logistics,2999,2023-03-30,27,5,3,0.32,False,,
CUST10102,starter,fintech,999,2023-06-08,45,7,5,0.16,False,,
CUST10103,pro,edtech,7999,2023-06-11,41,10,1,0.76,False,,
CUST10104,pro,healthtech,7999,2023-01-10,28,6,10,0.63,False,,
CUST10105,pro,logistics,7999,2023-02-22,12,7,9,0.97,False,,
CUST10106,starter,healthtech,999,2023-02-16,32,8,5,0.95,True,32.0,30.0
CUST10107,growth,logistics,2999,2023-04-06,28,6,1,0.86,False,,
CUST10108,pro,saas,7999,2023-04-22,22,2,7,0.15,False,,
CUST10109,starter,healthtech,999,2023-05-21,31,0,7,0.23,False,,
CUST10110,pro,saas,7999,2023-03-10,11,5,3,0.42,False,,
CUST10111,growth,fintech,2999,2023-05-30,8,6,1,0.96,False,,
CUST10112,pro,saas,7999,2023-01-12,43,5,10,0.15,False,,
CUST10113,growth,fintech,2999,2023-02-14,8,1,2,0.89,False,,
CUST10114,growth,edtech,2999,2023-06-09,17,10,4,0.96,False,,
CUST10115,starter,ecommerce,999,2023-04-14,30,10,10,0.62,True,30.0,26.0
CUST10116,starter,saas,999,2023-06-16,48,9,8,0.53,False,,
CUST10117,starter,ecommerce,999,2023-03-08,41,10,2,0.95,True,41.0,37.0
CUST10118,starter,logistics,999,2023-01-13,52,0,7,0.69,False,,
CUST10119,growth,ecommerce,2999,2023-03-30,4,2,10,0.79,False,,
CUST10120,growth,saas,2999,2023-05-24,15,3,10,0.75,False,,
CUST10121,growth,edtech,2999,2023-02-25,50,7,4,0.67,False,,
CUST10122,starter,edtech,999,2023-04-21,39,3,2,0.31,True,39.0,37.0
CUST10123,growth,healthtech,2999,2023-04-16,26,9,10,0.24,True,26.0,23.0
CUST10124,pro,healthtech,7999,2023-06-23,35,2,1,0.97,False,,
CUST10125,starter,ecommerce,999,2023-05-04,15,4,3,0.91,True,15.0,11.0
CUST10126,enterprise,saas,19999,2023-04-09,23,10,1,0.43,False,,
CUST10127,starter,healthtech,999,2023-01-07,48,3,9,0.38,True,48.0,44.0
CUST10128,starter,saas,999,2023-02-24,5,9,7,0.47,True,5.0,3.0
CUST10129,growth,healthtech,2999,2023-04-07,43,8,10,0.57,False,,
CUST10130,growth,logistics,2999,2023-02-11,30,2,2,0.44,True,30.0,28.0
CUST10131,enterprise,saas,19999,2023-04-10,5,6,3,0.88,True,5.0,1.0
CUST10132,starter,saas,999,2023-04-07,11,7,3,0.42,False,,
CUST10133,starter,healthtech,999,2023-04-17,7,0,4,0.89,True,7.0,4.0
CUST10134,starter,saas,999,2023-05-25,52,3,6,0.3,False,,
CUST10135,growth,healthtech,2999,2023-02-25,16,4,1,0.61,False,,
CUST10136,starter,logistics,999,2023-05-14,37,10,5,0.55,False,,
CUST10137,growth,edtech,2999,2023-02-20,20,9,5,0.83,True,20.0,17.0
CUST10138,starter,saas,999,2023-06-19,25,0,9,0.57,True,25.0,21.0
CUST10139,starter,saas,999,2023-05-16,50,2,6,0.8,False,,
CUST10140,growth,logistics,2999,2023-01-29,34,6,6,0.56,False,,
CUST10141,enterprise,ecommerce,19999,2023-02-28,42,9,9,0.87,False,,
CUST10142,pro,fintech,7999,2023-03-07,43,10,10,0.79,False,,
CUST10143,pro,healthtech,7999,2023-06-25,4,3,7,0.85,False,,
CUST10144,starter,saas,999,2023-02-16,10,4,9,0.82,False,,
CUST10145,enterprise,ecommerce,19999,2023-04-19,36,0,3,0.65,False,,
CUST10146,growth,ecommerce,2999,2023-05-02,13,8,1,0.28,True,13.0,11.0
CUST10147,starter,fintech,999,2023-02-20,26,9,3,0.68,False,,
CUST10148,growth,saas,2999,2023-04-28,14,10,8,0.87,False,,
CUST10149,enterprise,healthtech,19999,2023-02-21,50,4,1,0.43,False,,
CUST10150,growth,edtech,2999,2023-04-29,37,6,10,0.79,False,,
CUST10151,growth,edtech,2999,2023-03-21,45,7,7,0.57,False,,
CUST10152,pro,fintech,7999,2023-04-30,7,3,8,0.46,True,7.0,5.0
CUST10153,starter,ecommerce,999,2023-02-20,46,0,10,0.9,False,,
CUST10154,starter,saas,999,2023-05-20,12,5,9,0.68,False,,
CUST10155,starter,logistics,999,2023-04-09,42,5,4,0.68,True,42.0,39.0
CUST10156,starter,ecommerce,999,2023-03-09,6,7,2,0.73,False,,
CUST10157,growth,fintech,2999,2023-06-01,13,6,2,0.54,False,,
CUST10158,starter,logistics,999,2023-06-17,37,4,7,0.16,True,37.0,35.0
CUST10159,growth,ecommerce,2999,2023-03-22,52,3,3,0.62,False,,
CUST10160,starter,edtech,999,2023-04-15,23,6,3,0.68,False,,
CUST10161,starter,ecommerce,999,2023-05-19,27,10,9,0.95,False,,
CUST10162,starter,logistics,999,2023-01-17,40,7,5,0.46,False,,
CUST10163,starter,logistics,999,2023-02-12,34,0,2,0.6,True,34.0,30.0
CUST10164,enterprise,ecommerce,19999,2023-05-30,8,9,6,0.5,False,,
CUST10165,starter,logistics,999,2023-06-24,8,10,10,0.12,True,8.0,5.0
CUST10166,starter,healthtech,999,2023-04-08,35,10,3,0.34,False,,
CUST10167,enterprise,logistics,19999,2023-06-01,40,1,6,0.26,False,,
CUST10168,growth,ecommerce,2999,2023-01-05,21,3,2,0.29,True,21.0,17.0
CUST10169,starter,healthtech,999,2023-06-04,41,5,8,0.27,True,41.0,37.0
CUST10170,starter,healthtech,999,2023-03-04,36,6,6,0.88,True,36.0,34.0
CUST10171,starter,healthtech,999,2023-01-03,14,7,5,0.92,True,14.0,12.0
CUST10172,starter,saas,999,2023-06-19,47,1,1,0.42,True,47.0,43.0
CUST10173,enterprise,fintech,19999,2023-04-24,13,3,7,0.75,False,,
CUST10174,pro,logistics,7999,2023-04-12,16,0,6,0.47,False,,
CUST10175,starter,healthtech,999,2023-05-31,52,2,4,0.28,False,,
CUST10176,enterprise,ecommerce,19999,2023-02-17,17,0,9,0.39,False,,
CUST10177,enterprise,edtech,19999,2023-03-25,9,9,6,0.51,True,9.0,5.0
CUST10178,starter,saas,999,2023-06-01,22,4,8,0.21,True,22.0,20.0
CUST10179,enterprise,edtech,19999,2023-06-17,28,5,7,0.52,False,,
CUST10180,growth,healthtech,2999,2023-01-18,18,1,3,0.54,False,,
CUST10181,enterprise,saas,19999,2023-05-16,49,7,5,0.75,False,,
CUST10182,starter,edtech,999,2023-04-02,42,5,6,0.21,True,42.0,39.0
CUST10183,starter,saas,999,2023-03-27,6,6,1,0.93,False,,
CUST10184,growth,logistics,2999,2023-06-05,26,2,9,0.11,False,,
CUST10185,starter,ecommerce,999,2023-06-02,28,7,7,0.52,True,28.0,24.0
CUST10186,growth,logistics,2999,2023-02-25,41,8,9,0.82,False,,
CUST10187,enterprise,fintech,19999,2023-05-14,11,10,7,0.34,False,,
CUST10188,growth,saas,2999,2023-01-27,17,2,3,0.7,True,17.0,13.0
CUST10189,growth,saas,2999,2023-03-12,33,5,8,0.93,False,,
CUST10190,starter,edtech,999,2023-05-13,47,7,2,0.53,False,,
CUST10191,pro,fintech,7999,2023-04-01,6,4,7,0.43,False,,
CUST10192,starter,saas,999,2023-04-27,26,10,10,0.66,False,,
CUST10193,enterprise,ecommerce,19999,2023-03-26,38,4,10,0.63,False,,
CUST10194,enterprise,edtech,19999,2023-01-20,7,5,2,0.81,False,,
CUST10195,pro,fintech,7999,2023-03-20,36,9,10,0.33,False,,
CUST10196,pro,fintech,7999,2023-03-11,49,8,8,0.15,False,,
CUST10197,growth,ecommerce,2999,2023-02-16,5,4,4,0.61,True,5.0,2.0
CUST10198,growth,saas,2999,2023-04-07,44,7,4,0.57,False,,
CUST10199,starter,fintech,999,2023-03-31,35,5,3,0.2,False,,
CUST10200,growth,fintech,2999,2023-02-06,20,7,1,0.35,True,20.0,16.0
CUST10201,pro,healthtech,7999,2023-02-22,25,9,8,0.66,False,,
CUST10202,pro,saas,7999,2023-06-07,11,4,7,0.42,False,,
CUST10203,starter,edtech,999,2023-06-07,46,6,10,0.34,True,46.0,44.0
CUST10204,starter,logistics,999,2023-02-25,38,2,9,0.58,False,,
CUST10205,starter,saas,999,2023-06-17,20,5,10,0.81,False,,
CUST10206,starter,edtech,999,2023-05-30,39,4,8,0.13,False,,
CUST10207,starter,logistics,999,2023-01-11,33,2,1,0.48,True,33.0,29.0
CUST10208,starter,saas,999,2023-04-27,6,7,10,0.17,False,,
CUST10209,pro,saas,7999,2023-05-13,26,4,2,0.98,False,,
CUST10210,starter,healthtech,999,2023-02-27,30,2,3,0.28,False,,
CUST10211,starter,saas,999,2023-06-25,30,9,1,0.41,False,,
CUST10212,starter,ecommerce,999,2023-05-10,19,4,3,0.29,False,,
CUST10213,starter,logistics,999,2023-01-26,23,1,1,0.36,True,23.0,20.0
CUST10214,starter,saas,999,2023-06-09,35,5,5,0.82,True,35.0,31.0
CUST10215,pro,logistics,7999,2023-05-15,30,0,4,0.69,True,30.0,27.0
CUST10216,growth,ecommerce,2999,2023-06-14,51,0,9,0.62,False,,
CUST10217,growth,fintech,2999,2023-02-25,30,1,8,0.3,False,,
CUST10218,starter,ecommerce,999,2023-04-11,40,10,2,0.88,False,,
CUST10219,starter,ecommerce,999,2023-02-04,46,9,1,0.82,True,46.0,42.0
CUST10220,starter,fintech,999,2023-02-06,5,4,8,0.37,True,5.0,2.0
CUST10221,starter,edtech,999,2023-04-17,8,3,3,0.23,True,8.0,4.0
CUST10222,growth,fintech,2999,2023-06-01,29,2,7,0.75,False,,
CUST10223,growth,fintech,2999,2023-03-11,9,1,10,0.11,True,9.0,5.0
CUST10224,enterprise,fintech,19999,2023-06-12,43,2,9,0.9,False,,
CUST10225,growth,healthtech,2999,2023-02-04,32,4,10,0.61,False,,
CUST10226,growth,fintech,2999,2023-01-14,47,3,7,0.66,True,47.0,44.0
CUST10227,growth,healthtech,2999,2023-06-13,51,3,7,0.6,False,,
CUST10228,starter,saas,999,2023-03-04,23,6,8,0.96,True,23.0,19.0
CUST10229,starter,edtech,999,2023-03-01,26,7,5,0.68,True,26.0,23.0
CUST10230,starter,ecommerce,999,2023-02-03,26,9,2,0.77,True,26.0,24.0
CUST10231,starter,healthtech,999,2023-06-20,44,5,10,0.2,True,44.0,42.0
CUST10232,starter,ecommerce,999,2023-01-25,21,5,9,0.79,True,21.0,19.0
CUST10233,enterprise,ecommerce,19999,2023-01-22,28,6,5,0.6,True,28.0,25.0
CUST10234,starter,healthtech,999,2023-05-01,14,5,2,0.81,False,,
CUST10235,growth,ecommerce,2999,2023-06-28,32,1,4,0.26,True,32.0,28.0
CUST10236,starter,fintech,999,2023-06-05,6,2,6,0.18,False,,
CUST10237,starter,healthtech,999,2023-04-02,15,4,6,0.35,False,,
CUST10238,starter,healthtech,999,2023-06-23,12,6,1,0.87,True,12.0,9.0
CUST10239,pro,fintech,7999,2023-03-17,34,0,4,0.75,True,34.0,32.0
CUST10240,growth,logistics,2999,2023-04-05,16,5,9,0.19,False,,
CUST10241,growth,saas,2999,2023-01-28,6,10,9,0.4,False,,
CUST10242,starter,edtech,999,2023-01-03,42,8,1,0.11,False,,
CUST10243,starter,ecommerce,999,2023-04-28,27,4,5,0.76,False,,
CUST10244,pro,edtech,7999,2023-05-29,47,7,5,0.48,False,,
CUST10245,starter,fintech,999,2023-03-23,41,6,3,0.41,False,,
CUST10246,pro,healthtech,7999,2023-02-09,43,2,4,0.15,False,,
CUST10247,starter,fintech,999,2023-04-06,13,2,9,0.82,True,13.0,11.0
CUST10248,starter,saas,999,2023-04-01,19,0,3,0.11,False,,
CUST10249,starter,ecommerce,999,2023-01-31,11,6,2,0.19,False,,
CUST10250,pro,fintech,7999,2023-05-17,37,10,1,0.77,True,37.0,34.0
CUST10251,starter,saas,999,2023-06-21,26,9,10,0.76,True,26.0,23.0
CUST10252,growth,edtech,2999,2023-01-10,14,9,10,0.23,False,,
CUST10253,growth,edtech,2999,2023-05-03,35,1,1,0.53,False,,
CUST10254,starter,ecommerce,999,2023-03-09,16,5,4,0.37,False,,
CUST10255,starter,edtech,999,2023-03-30,52,8,1,0.76,True,52.0,49.0
CUST10256,starter,healthtech,999,2023-01-29,26,3,7,0.42,False,,
CUST10257,starter,fintech,999,2023-02-09,44,8,1,0.34,True,44.0,40.0
CUST10258,starter,saas,999,2023-01-06,44,10,9,0.78,False,,
CUST10259,starter,ecommerce,999,2023-06-17,11,10,5,0.73,True,11.0,8.0
CUST10260,starter,fintech,999,2023-01-30,16,10,7,0.85,True,16.0,12.0
CUST10261,pro,edtech,7999,2023-01-08,8,7,3,0.29,False,,
CUST10262,enterprise,saas,19999,2023-06-25,41,0,2,0.3,False,,
CUST10263,starter,ecommerce,999,2023-04-13,24,3,9,0.97,True,24.0,22.0
CUST10264,pro,ecommerce,7999,2023-01-27,19,5,8,0.79,False,,
CUST10265,starter,logistics,999,2023-04-05,37,4,1,0.48,False,,
CUST10266,growth,saas,2999,2023-03-09,23,8,3,0.72,True,23.0,20.0
CUST10267,starter,edtech,999,2023-04-20,34,1,6,0.31,True,34.0,31.0
CUST10268,starter,edtech,999,2023-01-06,16,7,3,0.71,False,,
CUST10269,enterprise,fintech,19999,2023-03-10,6,4,9,0.16,False,,
CUST10270,pro,fintech,7999,2023-03-16,47,6,3,0.3,True,47.0,44.0
CUST10271,starter,saas,999,2023-04-22,21,1,4,0.43,True,21.0,19.0
CUST10272,pro,fintech,7999,2023-05-04,51,4,10,0.39,False,,
CUST10273,pro,fintech,7999,2023-04-03,37,7,10,0.2,False,,
CUST10274,growth,ecommerce,2999,2023-06-19,35,0,10,0.32,False,,
CUST10275,starter,ecommerce,999,2023-06-01,11,2,3,0.9,True,11.0,7.0
CUST10276,enterprise,fintech,19999,2023-01-09,17,0,1,0.1,False,,
CUST10277,pro,ecommerce,7999,2023-03-29,18,1,8,0.2,False,,
CUST10278,growth,ecommerce,2999,2023-02-21,22,4,4,0.21,False,,
CUST10279,growth,edtech,2999,2023-06-28,49,2,6,0.21,False,,
CUST10280,growth,ecommerce,2999,2023-03-01,30,8,5,0.18,True,30.0,26.0
CUST10281,starter,healthtech,999,2023-06-30,4,6,3,1.0,True,4.0,1.0
CUST10282,growth,healthtech,2999,2023-03-25,30,1,8,0.81,False,,
CUST10283,growth,logistics,2999,2023-05-31,24,9,9,0.63,True,24.0,22.0
CUST10284,starter,healthtech,999,2023-06-17,16,1,4,0.93,False,,
CUST10285,pro,ecommerce,7999,2023-01-11,24,3,6,0.78,False,,
CUST10286,starter,fintech,999,2023-05-31,33,9,1,0.13,True,33.0,29.0
CUST10287,pro,saas,7999,2023-04-04,30,4,10,0.99,False,,
CUST10288,growth,edtech,2999,2023-02-10,26,6,7,0.17,False,,
CUST10289,enterprise,logistics,19999,2023-05-12,22,1,6,0.75,False,,
CUST10290,enterprise,edtech,19999,2023-01-28,51,6,3,1.0,False,,
CUST10291,enterprise,ecommerce,19999,2023-03-02,11,2,4,0.28,False,,
CUST10292,starter,logistics,999,2023-03-03,43,7,5,0.21,True,43.0,40.0
CUST10293,starter,healthtech,999,2023-01-28,16,2,8,0.64,False,,
CUST10294,starter,ecommerce,999,2023-03-05,10,4,9,0.86,True,10.0,7.0
CUST10295,pro,healthtech,7999,2023-03-09,4,10,10,0.51,False,,
CUST10296,growth,edtech,2999,2023-05-21,52,5,7,0.84,True,52.0,48.0
CUST10297,starter,fintech,999,2023-02-24,12,4,8,0.45,False,,
CUST10298,enterprise,logistics,19999,2023-04-02,35,10,6,0.49,False,,
CUST10299,enterprise,healthtech,19999,2023-04-01,25,5,4,0.67,False,,
CUST10300,growth,fintech,2999,2023-02-27,51,1,7,0.56,True,51.0,47.0
CUST10301,growth,ecommerce,2999,2023-03-13,7,4,4,0.16,False,,
CUST10302,pro,logistics,7999,2023-02-15,9,8,3,0.49,False,,
CUST10303,growth,ecommerce,2999,2023-05-19,23,4,8,0.23,False,,
CUST10304,starter,logistics,999,2023-06-01,50,8,7,0.4,True,50.0,47.0
CUST10305,enterprise,saas,19999,2023-03-31,40,3,1,0.94,False,,
CUST10306,growth,ecommerce,2999,2023-05-18,36,6,10,0.36,False,,
CUST10307,growth,ecommerce,2999,2023-02-02,39,0,6,0.76,False,,
CUST10308,starter,fintech,999,2023-04-24,50,2,7,0.64,False,,
CUST10309,pro,healthtech,7999,2023-06-27,7,3,2,0.72,False,,
CUST10310,starter,ecommerce,999,2023-01-28,33,2,3,0.82,False,,
CUST10311,starter,logistics,999,2023-02-20,48,9,8,0.9,True,48.0,45.0
CUST10312,growth,edtech,2999,2023-03-19,15,5,9,0.87,False,,
CUST10313,growth,logistics,2999,2023-06-06,11,8,8,0.45,False,,
CUST10314,pro,logistics,7999,2023-03-21,42,10,7,0.83,True,42.0,40.0
CUST10315,pro,fintech,7999,2023-03-10,20,0,6,0.88,False,,
CUST10316,growth,fintech,2999,2023-04-06,4,10,2,0.66,False,,
CUST10317,growth,healthtech,2999,2023-02-16,30,0,2,0.17,False,,
CUST10318,pro,fintech,7999,2023-01-20,36,4,7,0.92,False,,
CUST10319,enterprise,logistics,19999,2023-03-26,50,0,4,0.43,False,,
CUST10320,starter,fintech,999,2023-04-06,34,1,7,0.46,False,,
CUST10321,growth,logistics,2999,2023-04-18,45,5,9,0.99,False,,
CUST10322,starter,fintech,999,2023-02-10,31,10,5,0.95,False,,
CUST10323,growth,fintech,2999,2023-02-11,48,4,8,0.35,True,48.0,44.0
CUST10324,enterprise,edtech,19999,2023-04-20,23,6,3,0.7,True,23.0,21.0
CUST10325,growth,edtech,2999,2023-05-03,33,8,8,0.93,False,,
CUST10326,starter,ecommerce,999,2023-04-17,24,4,6,0.93,False,,
CUST10327,enterprise,saas,19999,2023-03-31,52,7,9,0.49,False,,
CUST10328,starter,edtech,999,2023-04-14,16,9,5,0.71,False,,
CUST10329,starter,saas,999,2023-03-25,12,5,10,0.21,True,12.0,9.0
CUST10330,starter,fintech,999,2023-03-12,20,3,1,0.17,False,,
CUST10331,starter,logistics,999,2023-01-12,18,6,9,0.89,True,18.0,15.0
CUST10332,starter,logistics,999,2023-04-27,46,8,1,0.25,True,46.0,44.0
CUST10333,pro,saas,7999,2023-04-16,4,6,6,0.16,True,4.0,1.0
CUST10334,starter,edtech,999,2023-02-01,36,3,9,0.48,False,,
CUST10335,pro,logistics,7999,2023-06-03,30,8,6,0.69,True,30.0,28.0
CUST10336,starter,healthtech,999,2023-03-11,21,10,8,0.89,True,21.0,17.0
CUST10337,starter,logistics,999,2023-06-20,32,1,7,0.35,False,,
CUST10338,starter,saas,999,2023-05-19,9,1,5,0.58,False,,
CUST10339,enterprise,fintech,19999,2023-02-19,18,7,5,0.3,True,18.0,14.0
CUST10340,growth,logistics,2999,2023-06-20,31,1,5,0.59,False,,
CUST10341,growth,saas,2999,2023-06-01,48,3,6,0.96,False,,
CUST10342,starter,saas,999,2023-05-12,10,0,5,0.86,False,,
CUST10343,starter,fintech,999,2023-06-25,16,3,8,0.37,False,,
CUST10344,pro,logistics,7999,2023-02-03,33,4,8,0.59,False,,
CUST10345,starter,saas,999,2023-04-21,44,1,1,0.87,False,,
CUST10346,pro,fintech,7999,2023-02-14,48,10,10,0.56,False,,
CUST10347,growth,logistics,2999,2023-03-26,12,1,6,0.92,False,,
CUST10348,growth,saas,2999,2023-05-28,31,1,2,0.23,True,31.0,27.0
CUST10349,growth,ecommerce,2999,2023-03-08,32,8,3,0.79,False,,
CUST10350,starter,fintech,999,2023-02-12,19,5,10,0.14,True,19.0,15.0
CUST10351,growth,logistics,2999,2023-06-10,41,7,4,0.79,False,,
CUST10352,enterprise,logistics,19999,2023-05-16,19,3,1,0.35,True,19.0,16.0
