shap_current_logins,shap_current_feature_usage,shap_current_session_mins,shap_current_api_calls,shap_current_support_tickets,shap_login_trend_3w,shap_feature_trend_3w,shap_session_trend_3w,shap_api_trend_3w,shap_avg_logins_4w,shap_avg_session_4w,shap_avg_api_4w,shap_total_tickets_4w,shap_login_volatility,shap_session_volatility,shap_total_weeks,shap_plan_encoded,shap_industry_encoded,shap_monthly_revenue,shap_nps_score,shap_feature_adoption_rate,customer_id,churn_probability,risk_level
0.1380965,-1.6117433,-0.36917534,-0.17209549,-0.039982256,0.139734,-0.039386008,-1.1577532,0.23832428,-0.65106076,0.26235738,-0.8302368,0.31890714,-0.0071289022,0.1729385,0.10351397,0.12233771,0.08361455,0.02629793,0.6071021,-0.11368817,CUST10011,0.05602994,Low
0.15565556,0.3750863,-0.31208077,-1.0659343,-0.103856586,0.034853555,0.007669554,0.104921065,-0.091526896,-0.26479447,-0.87121505,-2.7870433,-0.40143096,0.030573646,-0.923607,-0.058873236,-0.022976397,-0.08042077,0.0042718435,-0.24503459,-0.03664673,CUST10012,0.0013617884,Low
1.3301076,-1.0270953,0.035726536,0.36366627,0.44871214,0.42519972,0.11535391,0.20795727,0.45928937,-0.35878915,-0.521436,0.09863922,0.37753123,0.10773317,-0.15555999,0.065005936,-0.073981114,0.06249976,-0.020563329,0.86163443,0.08779257,CUST10013,0.9450202,High
-0.02408253,-1.096423,-0.09563846,-0.73489106,-0.10501516,-0.049166296,-0.24443738,-0.10615316,-1.0747428,-0.40130615,-0.012158323,-1.957459,-0.5862954,-0.5394482,-0.764086,0.34886596,-0.16480207,0.03559854,-0.03626881,-0.6016378,-0.13437983,CUST10014,0.00022727707,Low
-0.01924608,0.7856329,0.63838845,-0.2589229,-0.06340196,-0.5829245,-0.042757846,0.21580662,0.25552765,2.1132767,1.5510635,0.8614784,0.28846863,-0.07240719,-0.12932679,0.14943482,-0.014722245,-0.07260572,-0.00011681672,-0.059024174,0.32680783,CUST10015,0.9970566,High
0.06660706,0.40064806,-0.41702148,0.42204088,-0.04438528,0.17153582,0.13768278,-1.159284,0.34979302,0.51625246,0.49783668,2.3266115,0.38461134,-0.028228266,0.28914323,-0.50217515,0.00834228,-0.2683836,0.0069849393,0.011971269,0.28728843,CUST10016,0.9680988,High
-0.6799419,2.063865,-0.21355228,0.58423716,-0.050498843,-0.47657865,0.41278002,0.15600766,-0.19344863,-1.2394065,-0.77903646,0.67696965,-0.3290657,0.34484127,0.34856576,0.42998388,0.034109242,0.09140356,0.013325222,-0.16860433,-0.123895824,CUST10017,0.7020078,High
1.1194316,-0.029589957,0.44073018,0.37579814,0.3259802,0.26004893,0.14373443,0.16347955,0.08512519,2.2208219,1.1252111,0.95304006,0.21299173,0.023709614,-0.932496,-0.20730767,-0.024467867,0.13736622,-0.0047582476,0.40948117,0.011313776,CUST10018,0.99884725,High
1.391902,-1.0299753,0.54837745,0.45873588,-0.047318373,0.3251743,0.036372405,0.27492306,0.8224527,0.41730887,0.29270813,-0.262699,0.28016815,0.03466879,0.05764753,0.23926209,-0.021941591,0.053325698,-0.0028969115,0.021679312,-0.7402723,CUST10019,0.95707476,High
-0.020614887,1.2028356,0.49224812,0.20080797,0.28228375,-0.41018382,-0.03140854,0.30917436,0.2734795,0.998458,1.5705714,1.0317521,0.391065,-0.2335471,0.005961051,-0.5585764,0.005229022,0.14385355,0.0064589214,0.110147804,0.06819252,CUST10020,0.99696046,High
1.1200286,-1.0418648,-0.41675124,0.28107852,-0.10118975,0.586277,-0.040347937,-0.70374084,0.08038259,-0.45645717,-1.1587199,-0.029940093,0.43358743,-0.073503606,-0.16008157,0.074999,0.2437598,-0.017692905,0.035109125,-0.82014936,-0.6241137,CUST10021,0.055487446,Low
-0.034303963,0.49661812,0.051279396,0.43446174,-0.09001198,-0.16267659,-0.5537514,0.02736862,0.278695,0.9106993,0.57307315,0.707333,0.35020804,0.026187079,0.015134906,0.19334926,-0.06704393,0.10775564,-0.0022856458,0.1528866,0.24236156,CUST10022,0.9737159,High
-0.053026956,0.036176275,-0.31948745,0.46546093,-0.067406096,0.063822426,0.20835645,-1.289168,0.2876796,-0.43541834,0.46520042,-2.5860713,0.40682924,0.04377356,-0.18179636,-0.20258738,0.0013051362,-0.07420327,-0.016109135,0.27510074,-0.071906716,CUST10023,0.04357755,Low
-0.15506719,-0.9686008,-0.7698208,-1.3153298,-0.05764363,0.029139463,-0.3919155,-0.7256845,-2.031762,-1.1913933,-0.9365785,-0.9887438,-0.34459153,0.11521672,-0.091034055,-0.09407814,-0.09017339,-0.01868658,-0.0012988439,0.02801763,-0.14906177,CUST10024,3.7382408e-05,Low
0.22768459,-0.8966852,0.04561609,0.15926,-0.05598569,0.23481077,0.06607953,0.32459703,0.08387336,0.26187745,-0.28296912,-0.88303125,-0.28278404,-0.26938957,0.12705547,-0.34354383,-0.08480492,0.06168218,-0.027794654,-0.44500986,-0.7916448,CUST10025,0.056450274,Low
-0.14308968,0.03286322,-0.39272246,0.19333112,-0.06354587,-0.25553223,-0.31097025,-0.5310213,0.37050226,-1.6929003,-0.041632738,-1.9672234,-0.5290821,0.020351455,-0.07250136,-0.12019496,-0.06642545,-0.05582284,-0.016993951,0.26708522,-0.061288748,CUST10026,0.00414377,Low
-0.71576077,1.1805592,-0.328293,-1.2852595,-0.042526733,-0.26601183,-0.18520164,0.040145863,-0.68879,-1.1872728,-0.8926138,-2.4578245,-0.7181578,-0.63655615,-0.25600582,-0.16601901,-0.02252647,0.09388394,-0.0072292155,0.031487986,0.11125888,CUST10027,0.00021516431,Low
-0.727895,0.57334656,-0.137879,-0.72448415,-0.09201926,-0.33274272,-0.17032401,0.24375695,-0.74562204,-0.25567183,0.4027762,1.1845005,-0.5351769,0.20191179,-0.38237953,-0.03823155,-0.04241336,0.05086708,0.02209441,-0.19705428,-0.035060376,CUST10028,0.14394741,Low
0.93451315,-0.88520724,0.7103738,0.38045666,0.2942988,0.28471357,0.033465005,0.28397486,0.4367777,0.94611585,0.32084644,0.29043254,0.2083012,0.19374536,0.13989864,0.23531516,-0.026713967,-0.29403728,0.0238054,-0.7024446,-0.1817776,CUST10029,0.97292435,High
-0.7964605,1.7739387,0.4559031,-0.31450918,-0.05451263,-0.4254621,0.2787278,0.18339045,0.11427819,-1.9572887,0.074903786,1.1344326,-0.5972548,-0.19501956,0.089628205,-0.103615046,0.005159726,-0.18408415,-0.010560805,-0.209366,-0.54698575,CUST10030,0.20916943,Low
0.033718597,-1.1956294,-0.21037903,-0.49846756,-0.061685417,-0.09646171,0.14095697,0.493906,-0.48002914,0.30331457,-0.7326725,-1.3646683,-0.5458518,0.1294106,0.0040429216,0.17170806,-0.06763186,-0.016779445,-0.037452646,-0.3970055,-0.09807783,CUST10031,0.010242456,Low
-0.18409362,-0.96209127,0.46027946,-0.91991645,-0.040490746,0.18877111,0.09014332,0.37386286,-2.3256822,-1.4197309,-0.544256,-0.17325173,0.6718781,-0.2292123,0.28568548,0.22477116,-0.07907212,0.048527535,-0.0031129587,0.011811997,0.0961742,CUST10032,0.011270993,Low
-0.057290543,-1.9830252,-0.2552644,-0.19207935,0.41423354,-0.27394164,-0.314995,0.30634025,0.14475134,-0.30081472,0.12991259,0.38455462,0.3678714,-0.4024536,-0.284063,0.20065193,0.08163425,0.08228877,0.019184947,-0.013458859,-0.60857147,CUST10033,0.069156595,Low
-1.1300591,0.31073838,0.454358,-1.1403897,-0.06830087,-0.6928621,-0.24988618,0.26154584,-2.3813765,-0.21347502,0.19848199,-0.5357073,0.6684352,-0.08283794,-0.02117943,-0.1612021,-0.01977894,0.055912428,0.0020495811,-0.10633218,-0.4633812,CUST10034,0.0046769055,Low
-0.8846544,-0.8562285,-0.6753899,-0.5086253,-0.045323357,-0.31074682,-0.22544788,-0.7364937,-1.9682263,-1.5540866,-0.5529966,0.10731968,-0.36836722,0.07858107,0.37179935,-0.10110606,-0.20024934,0.10441239,-0.016705822,0.34198284,-0.07207328,CUST10035,0.00029809173,Low
1.0199482,0.40000892,0.046092544,0.049333252,0.26643533,-0.035823617,0.102853775,0.2544635,0.09521136,2.2911386,-0.5542075,2.3962417,0.7565265,0.09956689,0.20921052,-0.21899407,-0.09918034,-0.4096355,-0.004194218,-0.45936617,0.14992224,CUST10036,0.99818593,High
1.335064,-0.8340356,0.43003777,0.2029211,-0.0698914,0.2899076,-0.02466429,0.28665984,0.1832345,1.344704,1.3546104,-0.9727385,0.37470403,0.13993967,-0.25140536,0.10626935,-0.055220332,-0.006307187,-0.00793625,0.33304223,0.11743491,CUST10037,0.9856726,High
0.7394223,0.40728858,0.44892704,0.24474335,0.3103907,0.058243494,0.054428108,0.21989855,0.12986784,2.2839973,0.27496904,0.6909933,0.3962798,-0.015122803,0.24449311,-0.115898944,-0.012079495,0.06405788,-0.00302607,-0.768107,0.14865755,CUST10038,0.9968502,High
-0.9178534,-1.2967223,0.26465353,-0.021606887,-0.056517802,-0.8051094,0.09428631,0.34357464,-0.7179314,0.48212436,0.34285718,-0.4108227,-0.42418516,0.019108195,0.012377432,-0.19238271,0.038831137,-0.45656532,-0.00062827393,-0.3462009,0.27504188,CUST10039,0.021481372,Low
-0.21241508,0.29055458,-0.008749345,0.31725323,-0.103209294,-0.1301124,0.064912416,0.19963554,0.70600647,0.69839716,0.37122992,-4.4951196,-0.34772363,0.08723564,-0.061972577,-0.12290213,-0.021892931,0.055712003,0.00034456886,-0.02925585,-0.22481902,CUST10040,0.04688341,Low
0.055028882,0.59766454,0.3934307,-0.66926986,0.35192803,-0.31082636,-0.062476873,0.16552192,0.34195188,-0.31908816,0.42841014,2.1917162,0.97636074,-0.15964483,0.12815075,0.40696353,0.011127417,-0.14878632,-2.7511735e-05,0.38776815,0.12094591,CUST10041,0.9921679,High
-0.15697408,0.85061705,-0.1938554,-1.715648,-0.07631877,-0.47162744,0.12397373,0.08574851,-2.5031056,0.7619143,-0.6315869,0.31185675,0.6225606,-0.18370864,-0.33535442,0.068673775,0.00052631384,-0.28424948,-0.014653763,-0.05664982,0.016167853,CUST10042,0.021313401,Low
1.1494472,-0.81526506,-0.27719906,0.2416641,-0.073597364,0.32925582,-0.3570783,0.37381393,0.27991605,0.4156935,-1.0590404,2.3391151,0.2997414,0.14098902,0.062273897,-0.0750518,-0.011695318,0.10285641,-0.0024765981,0.018628085,0.17359588,CUST10043,0.96122396,High
0.9355272,0.37505153,-0.24784958,0.5356303,-0.04842801,0.33923388,-0.23258187,-0.8389236,0.6213915,2.6406875,0.46490923,-0.82188356,-0.23795639,0.10402311,0.12346433,0.03661318,0.052243754,0.22574005,-0.014870755,-0.7459699,0.14412138,CUST10044,0.9665923,High
0.015666585,0.37540343,-0.18176858,0.5806911,0.2977593,0.13201371,0.071076445,-1.6794374,0.20882824,2.3082073,1.4388813,-0.33276582,0.8606227,-0.35870203,0.29142967,0.16373727,-0.058931865,0.15534441,-0.0012376588,-0.011698104,0.058935292,CUST10045,0.98646533,High
0.21316138,0.5857842,-0.28301138,0.42610085,-0.08081667,-0.35702077,0.05445778,-0.20844181,0.26911676,2.4533718,-0.1080956,0.62802035,0.31357777,-0.3343542,-0.5908823,0.4484246,-0.01301777,0.23042235,0.0060982183,-0.005088329,0.110432714,CUST10046,0.97617847,High
-0.6643219,1.3198193,-0.24027298,0.30953348,-0.04586005,-0.87888855,0.17866917,0.41718358,0.074118644,2.3562644,-0.17120326,0.8002905,-0.3243946,0.41564977,0.1615579,-0.21779197,0.08162189,0.2374236,0.010783748,0.2296402,0.252328,CUST10047,0.98603266,High
0.6789063,1.2909756,0.014533067,0.23280215,-0.04744954,0.0824052,0.2555927,0.17436095,-0.07271988,2.1000428,1.2017529,0.95544213,0.40567318,0.1351312,0.2086006,0.23048475,-0.016069239,0.27556157,0.0073497826,-0.8059626,0.025609965,CUST10048,0.9993167,High
1.1351688,0.5523202,0.023491163,0.05343538,-0.062040452,0.3297899,-0.013868628,0.28644493,-0.14354417,2.4776628,0.65808004,0.61366713,0.25160086,-0.3018299,-0.5643693,-0.04224321,-0.0063096914,-0.14713979,0.0037535382,0.23817155,0.3251777,CUST10049,0.9963965,High
-0.16821693,0.1831777,-0.10623894,-1.3882904,-0.07322027,0.022020679,0.069916,-0.08538298,-1.785382,-0.29885978,-0.6937247,-2.840243,-0.66473186,-0.27038103,-0.17706934,-0.08216631,-0.06784234,0.025293952,-0.007596444,0.10822016,-0.14338304,CUST10050,0.00020561747,Low
-0.83805674,0.11683052,-0.13557063,-1.0329357,-0.05576991,-0.5798874,0.28030428,-0.5807085,-1.899934,-0.296513,-0.49906737,-2.0283263,-0.312477,0.034146678,0.31924665,-0.16286929,-0.045415968,-0.23229353,-0.0070081945,-0.08413145,0.243496,CUST10051,0.00039267953,Low
-0.03943699,-1.1789324,0.4969661,0.31431767,-0.07340958,-0.43532297,0.007093615,-0.025143681,-0.038245704,-0.99647915,0.38819668,0.75120485,-0.4433221,-0.016503578,-0.3155074,-0.086076304,-0.06214874,-0.18831638,-0.037241735,-0.063617006,0.025047274,CUST10052,0.112839386,Low
0.038202208,0.8666955,-0.36742494,0.41764817,0.39064598,-0.15324022,0.1167227,0.4726047,0.51935405,0.46224692,-0.91962516,2.613607,0.54938424,-0.10269946,0.015060512,0.26228973,0.043888014,-0.046266098,0.0070020757,0.4983415,0.12817663,CUST10053,0.99688196,High
1.0327128,0.49006775,0.43928328,0.39466935,-0.055128954,0.08225051,0.024535196,0.24363324,0.11215958,2.192209,1.3318973,0.8824055,0.290303,0.14962308,0.05601003,-0.17757672,-0.030053116,0.17441681,-0.007324871,0.0945942,0.122766376,CUST10054,0.99958974,High
-0.9134978,-0.055436444,-0.51840097,0.047095653,-0.03844598,-0.31570566,0.009329576,-1.2333603,0.17299232,-2.5350704,0.31519538,0.4142239,-0.4783489,-0.2865302,-0.07820448,-0.16707072,-0.014743924,-0.4132024,-0.0025056098,0.37606594,-0.07170872,CUST10055,0.0029221447,Low
-0.9672772,-0.96269995,-0.12537067,-0.3967192,-0.073744625,-0.27688938,0.027435198,0.102610335,0.47112375,-0.31924027,-0.8797681,-2.853838,-0.26731873,0.1345793,-0.22289073,-0.0969591,0.13451812,0.12874453,0.012295406,0.40250665,0.054048084,CUST10056,0.0024236897,Low
-0.69447434,1.0232116,0.013556045,-1.3139398,-0.02545869,-0.1185779,-0.16389278,0.09981193,-2.036817,-1.496489,-0.025268424,-2.562611,-0.60593444,-0.66618896,-0.062547855,-0.19326125,-0.04557085,0.09797728,-0.014139108,-0.1009119,-0.38554093,CUST10057,8.9404566e-05,Low
1.8093247,1.1170133,-0.29278633,0.6313274,-0.06400488,0.77957314,0.05091788,-0.84061605,0.59071136,-0.24807821,-0.5959465,-1.8207355,-0.54836506,0.5607939,0.3061779,0.037641153,-0.0080229305,-0.120059274,-0.0065470925,0.4692487,0.26308715,CUST10058,0.8834457,High
-0.11776875,1.1016991,0.1883107,-0.03609707,-0.054233614,-0.67068833,0.015819712,0.014041921,0.2864188,1.4937584,0.42648718,0.22557642,-0.56363904,-1.1614819,-0.34546232,-0.6369306,-0.03333094,-0.66115314,0.0031159376,-0.09817257,-0.22977841,CUST10059,0.2893197,Low
-0.02542943,0.32883942,0.8391007,0.5391419,0.25408146,-0.14304398,0.10658662,0.43262738,0.51297325,-1.6017461,1.4001757,-1.1974695,0.7925506,0.06241017,0.6232903,0.11581232,0.02666794,-0.035576653,-0.0076167705,-0.26151165,-0.49896294,CUST10060,0.9018293,High
0.08702421,0.59690505,0.42519605,0.24742551,0.27866343,0.2754118,-0.12254582,0.14327064,0.30807889,1.1538391,0.6309015,0.45920932,0.46354565,-0.3791497,0.22509784,-0.32872123,0.009320696,0.045731638,-0.016423844,-0.038644172,0.07405695,CUST10061,0.9889368,High
0.19440933,0.30341172,0.6837944,0.26537448,0.2763071,0.32015568,0.48012888,0.19248655,0.1989221,-0.38730183,0.39032963,1.3196721,0.7067179,0.26792485,0.08469271,-0.45370632,-0.08366046,-0.010878852,0.005940634,0.18043257,-0.8661458,CUST10062,0.98242986,High
0.1240296,-1.0159414,0.6025102,0.35143334,-0.04302595,0.0820613,-0.33103883,0.23063014,-0.41648135,-2.0679448,0.37876183,0.6340976,-0.35803396,0.16908516,0.38009217,0.013006152,-0.06562085,0.019036764,-0.028310241,0.11588287,0.23624474,CUST10063,0.2621723,Low
-1.2525877,-0.3375279,0.30230623,-1.144028,-0.050500195,-0.520724,0.1614835,0.062101144,0.6245965,-2.0264976,0.36544418,0.20098841,-0.69555444,-0.30125085,-0.15925477,0.14454454,-0.09363212,-0.17991221,0.0035280415,0.090347216,-0.03369014,CUST10064,0.007502407,Low
-0.088216044,1.3668482,0.05699114,0.19096059,-0.044727985,0.20474248,0.19051823,0.15234658,0.28980184,2.758197,-0.12596181,-1.03581,-0.32529238,0.42584404,-0.17730878,0.07814827,0.02088918,0.11589918,-0.0018404017,0.7110085,-0.02852258,CUST10065,0.9908909,High
-0.70409834,0.2152414,-0.96014166,-0.18096314,-0.014199438,-0.13623479,0.10210854,-0.54612094,0.2492273,-2.0276139,-0.11210058,-0.8650484,0.40176043,0.06095866,0.3668952,-0.028510151,0.035963006,0.06276112,0.010041422,-0.081735566,0.122451745,CUST10066,0.016715836,Low
-0.27254897,0.18700758,-0.20114106,-1.1636978,-0.045765087,-0.16203964,-0.08789606,-0.42783582,-0.43661737,-1.4280589,0.08263858,-3.1504972,0.50580955,-0.16061895,-0.4431093,-0.2522137,-0.05463859,-0.34611714,0.00021358393,0.30235893,-0.151567,CUST10067,0.00042990295,Low
-0.23038122,1.3706313,-0.07072349,0.6074511,-0.08015652,-0.28695783,0.28388032,0.28406692,-0.4473619,2.15727,-0.9447092,0.86092216,0.43438214,0.2893386,0.06648625,-0.08248349,-0.009857028,0.1693465,0.009365909,-0.0030557842,0.26773712,CUST10068,0.9900483,High
-0.284009,1.1943218,-0.28839234,-1.206165,-0.06598203,-0.35415465,0.31264737,-0.5807767,-2.1560624,-0.33126587,-1.0264767,-1.0906231,-0.58014935,-0.5262478,0.021781001,0.078971826,-0.072988234,-0.07076955,-7.019099e-05,-0.20363288,-0.026119608,CUST10069,0.00067417417,Low
0.16873404,-2.171535,-0.2104547,0.58215654,-0.08011529,-0.6130477,-0.8231999,-0.10214738,0.12371945,0.9775288,0.27777344,0.60425425,-0.053943936,0.080311686,-0.81903815,-0.62629646,0.08922419,-0.09288412,0.04046928,0.42156807,-0.02726451,CUST10070,0.09117524,Low
0.14630568,-1.0148118,-0.5806923,-1.9158279,0.3425891,0.36302108,0.050010987,-0.01113939,-1.9030116,-0.36602896,-0.64960253,-1.7640088,0.34866938,0.010753565,0.17004965,-0.009177496,-0.109164126,0.10846677,-0.01358355,-0.032903545,-0.062040042,CUST10071,0.0009699364,Low
-0.55973077,0.076419115,-0.8640794,0.06463404,-0.08060437,-0.067497805,-0.25135365,-0.4301079,0.26802483,-0.5514122,-0.6571007,-2.8776462,-0.43188703,-0.26917484,0.44413564,0.03771729,-0.05848263,0.084296726,-0.00498657,0.2526784,-0.0058183265,CUST10072,0.0026589518,Low
-1.1626186,1.4492692,-0.07659204,0.09132863,-0.082761355,-1.1564358,-0.08096366,-0.7419176,0.037290998,-0.668766,-0.16499624,0.7327278,0.4304453,-0.22313611,0.04841736,-0.027592355,-0.032967113,0.28697982,-0.0027515758,-0.54871935,-0.026881572,CUST10073,0.1228383,Low
-0.16456647,0.09633111,-0.038517978,-0.35354307,0.6614576,-0.08855268,-0.10395987,0.11997589,0.611649,0.8178408,-0.81769234,-1.9885916,0.6502129,-0.045306515,0.30645472,0.17702098,-0.07903819,-0.3459884,-0.0082892645,0.0038500982,-1.0312926,CUST10074,0.15899467,Low
-0.05128572,1.3758801,-0.022643993,0.050824974,-0.0617242,0.19466151,0.10153701,0.5239109,-0.9635344,-0.6897634,-1.1493796,2.3521626,0.52199346,0.302744,-0.08214253,0.2252408,-0.010367737,-0.16056342,-0.00068213046,-0.27588218,-0.23574665,CUST10075,0.86989796,High
-0.04876124,-0.7241489,-0.30160704,0.38428345,0.3016667,-0.06637515,0.6560366,0.18796411,0.4297111,0.42328665,-1.012721,2.747446,0.8177456,-0.126695,0.095730595,-0.5558797,0.06761111,-0.28436393,0.027508438,0.57253754,-0.55706054,CUST10076,0.9520624,High
-1.2384533,0.18627276,0.45544872,0.68276715,0.17914318,-0.35136196,-0.07561229,0.47337732,-1.9610128,-2.1518404,0.281163,-0.60573673,0.4156196,-0.039514642,0.18374428,0.1325133,-0.0050348523,-0.04797447,-0.0056021465,-0.12524323,-0.16987522,CUST10077,0.021198628,Low
-0.16154501,0.51270825,-0.053864114,-0.583475,-0.031797316,-0.08628609,-0.3108645,0.2950206,-0.31139097,-2.2224126,0.40980956,0.63564116,0.37430996,-0.24033922,0.032152485,-0.12190153,-0.03548963,-0.4755202,0.0015196158,-0.16372488,0.2992575,CUST10078,0.092509426,Low
-1.4618492,0.19616029,0.021712929,0.50030833,-0.051852293,-0.8331361,-0.0379142,-0.0057258243,-0.52299714,-2.4235854,-0.14340217,0.5196431,-0.46990147,0.25659552,0.016433794,-0.03397328,-0.03481392,-0.07168638,0.020192854,0.0361509,0.17370866,CUST10079,0.012187117,Low
-0.83915925,-1.3904362,0.33023983,-1.1722721,-0.037538234,-0.13992877,-0.052289616,0.40325764,-0.5952596,-0.7122647,-0.06030597,-2.564763,0.23440652,0.013567027,-0.1664605,-0.30428514,-0.14477871,-0.061239257,-0.027107371,-0.06996188,-0.47274354,CUST10080,0.0003801713,Low
1.4008018,0.40366235,-0.17465384,-1.9239739,-0.07985295,0.023115955,-0.040630776,0.039097857,-0.54766214,1.4932232,-0.44416627,-3.3918688,-0.45171112,0.08110246,-0.11629888,-0.0704978,-0.17187484,-0.2148411,-0.013261437,0.21095406,-0.22020897,CUST10081,0.013998209,Low
0.26011166,-1.0061859,0.10104835,0.017046195,-0.06637713,-0.059979737,-0.016471876,0.32711747,0.42259097,2.3462386,0.47602123,2.257087,0.25873062,0.10899591,-0.100457266,0.0067773703,-0.032900203,0.14148869,-0.013316455,-0.59287494,0.24023287,CUST10082,0.99350196,High
-0.13946,-0.8315964,0.13502984,-1.593799,-0.05876364,-0.090183094,-0.041507833,0.101033546,-2.0706005,-1.139482,-0.047539763,-2.2329922,-0.59726256,0.082823284,-0.098147325,-0.26719847,-0.12852691,-0.3186927,-0.0063155587,0.23006567,-0.12721829,CUST10083,9.274938e-05,Low
-0.79776406,-1.4865957,-0.1364154,-1.4570885,-0.049247254,-0.3758563,-0.5477398,-0.051215913,-2.3337727,-0.4842506,0.017819237,1.0785316,-0.29901007,-0.25477704,0.0037457577,-0.07482028,-0.10339378,-0.16159983,0.001825518,-0.15390036,0.0113316905,CUST10084,0.0004529039,Low
0.3474226,-0.8390495,0.5403912,0.6665852,0.34191507,0.2644823,-0.15858933,0.34645796,-0.5694492,0.7233181,0.587729,1.8184847,0.30190307,-0.1768619,0.0020958786,0.14866658,-0.013436145,0.12629005,0.0032686302,0.05099383,0.2360205,CUST10085,0.99101746,High
1.5225703,0.4116008,-0.11924035,0.62960315,-0.066517,0.2880914,-0.035728183,0.0887011,0.3780971,2.4100797,0.27166674,-0.61786556,-0.27493018,0.08836197,-0.5018749,0.14044212,-0.06755623,-0.34410775,-0.029962448,0.27086595,-0.58862805,CUST10086,0.9782996,High
-1.1731097,0.12045563,-0.3939683,0.5554256,-0.100881554,-0.57768214,-0.034670465,0.3636808,0.33612186,-0.543695,-2.075119,0.90517366,0.33199063,-0.012781005,-0.07174426,0.050067145,-0.0089580305,-0.28409657,-0.023663139,-0.092349134,-0.030846072,CUST10087,0.057009906,Low
-0.1622393,-0.7774067,-0.854537,-0.82555175,-0.02804529,-0.032670278,0.12269223,-1.0866548,-2.1616063,-1.6917839,-0.91336036,0.17097893,0.3764869,-0.12410208,-0.0098369755,0.020340228,-0.12615149,-0.25801888,-0.0011049695,0.07332101,-0.14553212,CUST10088,0.00020754225,Low
